Column1,Column2,Column9,Column14
2970063,Vénosc,FR,38253
2970065,Venon,FR,38533
2970068,Vennecy,FR,45333
2970070,Venizy,FR,89436
2970071,Venizel,FR,02780
2970072,Vénissieux,FR,69259
2970078,Vengeons,FR,50582
2970080,Veneux-les-Sablons,FR,77316
2970081,Venette,FR,60665
2970084,Venesmes,FR,18273
2970085,Vénès,FR,81311
2970086,Venerque,FR,31572
2970090,Vénérand,FR,17462
2970092,Venelles,FR,13113
2970095,Vénéjan,FR,30342
2970099,Vendrest,FR,77490
2970104,Vendres,FR,34329
2970105,Vendrennes,FR,85301
2970110,Vendôme,FR,41269
2970112,Vendœuvres,FR,36232
2970113,Vendin-le-Vieil,FR,62842
2970114,Vendin-lès-Béthune,FR,62841
2970118,Vendeville,FR,59609
2970119,Vendeuvre-sur-Barse,FR,10401
2970120,Vendeuvre-du-Poitou,FR,86281
2970121,Vendeuvre,FR,14735
2970124,Vendeuil,FR,02775
2970128,Vendenheim,FR,67506
2970129,Vendenesse-sur-Arroux,FR,71565
2970130,Vendenesse-lès-Charolles,FR,71564
2970132,Vendémian,FR,34328
2970137,Vendegies-sur-Écaillon,FR,59608
2970142,Vendays-Montalivet,FR,33540
2970143,Vendat,FR,03304
2970144,Vendargues,FR,34327
2970148,Vence,FR,06157
2970151,Venasque,FR,84143
2970154,Venarey-les-Laumes,FR,21663
2970157,Venansault,FR,85300
2970160,Venaco,FR,2B341
2970162,Venables,FR,27676
2970163,Vémars,FR,95641
2970176,Velluire,FR,85177
2970178,Vellexon-Queutrey-et-Vaudey,FR,70539
2970183,Velles,FR,36231
2970187,Velleron,FR,84142
2970203,Vélizy-Villacoublay,FR,78640
2970205,Vélines,FR,24568
2970216,Velaux,FR,13112
2970217,Velars-sur-Ouche,FR,21661
2970224,Velaines,FR,55543
2970225,Velaine-en-Haye,FR,54557
2970236,Veigy,FR,74293
2970237,Veigné,FR,37266
2970253,Vedène,FR,84141
2970254,Vecqueville,FR,52512
2970255,Vecquemont,FR,80785
2970256,Vecoux,FR,88498
2970257,Veckring,FR,57704
2970268,Veauville-lès-Baons,FR,76041
2970273,Veaugues,FR,18272
2970274,Veauchette,FR,42324
2970275,Veauche,FR,42323
2970278,Vazerac,FR,82189
2970284,Vayres-sur-Essonne,FR,91639
2970286,Vayres,FR,87199
2970287,Vayres,FR,33539
2970288,Vayrac,FR,46330
2970293,Vay,FR,44214
2970310,Vaux-sur-Vienne,FR,86279
2970313,Vaux-sur-Seine,FR,78638
2970317,Vaux-sur-Mer,FR,17461
2970323,Vaux-sous-Aubigny,FR,52405
2970333,Vaux-lès-Saint-Claude,FR,39547
2970338,Vaux-le-Pénil,FR,77487
2970347,Vaux-et-Chantegrue,FR,25592
2970351,Vaux-en-Bugey,FR,01431
2970352,Vaux-en-Beaujolais,FR,69257
2970358,Vauxbuin,FR,02770
2970361,Vaux-Andigny,FR,02769
2970378,Vaux,FR,57701
2970388,Vaux,FR,86082
2970401,Vauvillers,FR,70526
2970407,Vauvert,FR,30341
2970408,Vauvenargues,FR,13111
2970412,Vautorte,FR,53269
2970432,Vauréal,FR,95637
2970444,Vaunaveys-la-Rochette,FR,26365
2970448,Vaumoise,FR,60661
2970451,Vaumas,FR,03300
2970453,Vaulx-Vraucourt,FR,62839
2970455,Vaulx-Milieu,FR,38530
2970456,Vaulx-en-Velin,FR,69256
2970457,Vaulx,FR,74292
2970462,Vaulnaveys-le-Haut,FR,38529
2970463,Vaulnaveys-le-Bas,FR,38528
2970469,Vaujours,FR,93074
2970472,Vauhallan,FR,91635
2970474,Vaugrigneuse,FR,91634
2970477,Vaugneray,FR,69255
2970490,Vaufrège,FR,13055
2970495,Vaudry,FR,14762
2970501,Vaudricourt,FR,62836
2970508,Vaudreching,FR,57700
2970509,Vaudoy-en-Brie,FR,77486
2970527,Vaudes,FR,10399
2970534,Vaudelnay,FR,49364
2970540,Vaucresson,FR,92076
2970546,Vaucouleurs,FR,55533
2970562,Vauciennes,FR,60658
2970564,Vauchrétien,FR,49050
2970568,Vauchelles-les-Quesnoy,FR,80779
2970593,Vatteville-la-Rue,FR,76727
2970596,Vattetot-sous-Beaumont,FR,76725
2970606,Vatan,FR,36230
2970608,Vasteville,FR,50041
2970610,Vassy,FR,14726
2970627,Vasselay,FR,18271
2970634,Vasles,FR,79339
2970637,Varzy,FR,58304
2970638,Varzay,FR,17460
2970644,Varsberg,FR,57696
2970648,Vars,FR,16393
2970649,Vars,FR,05177
2970650,Varreddes,FR,77483
2970651,Varrains,FR,49362
2970653,Varois-et-Chaignot,FR,21657
2970669,Varilhes,FR,09324
2970673,Varetz,FR,19278
2970676,Varès,FR,47316
2970679,Varennes-sur-Seine,FR,77482
2970681,Varennes-sur-Loire,FR,49361
2970683,Varennes-sur-Fouzon,FR,36229
2970685,Varennes-sur-Allier,FR,03298
2970686,Varennes-sous-Dun,FR,71559
2970687,Varennes-Saint-Sauveur,FR,71558
2970690,Varennes-lès-Narcy,FR,58302
2970692,Varennes-le-Grand,FR,71555
2970693,Varennes-Jarcy,FR,91631
2970695,Varennes-en-Argonne,FR,55527
2970725,Varengeville-sur-Mer,FR,76720
2970726,Varen,FR,82187
2970736,Varaville,FR,14724
2970739,Varangéville,FR,54549
2970740,Varanges,FR,21656
2970742,Varaize,FR,17459
2970746,Varages,FR,83145
2970747,Varades,FR,44213
2970748,Varacieux,FR,38523
2970758,Vanxains,FR,24564
2970761,Vanves,FR,92075
2970764,Vantoux,FR,57693
2970767,Vanosc,FR,07333
2970773,Vannes-sur-Cosson,FR,45331
2970774,Vannes-le-Châtel,FR,54548
2970777,Vannes,FR,56260
2970793,Vandrimare,FR,27670
2970795,Vandré,FR,17457
2970796,Vandoncourt,FR,25586
2970797,Vandœuvre-lès-Nancy,FR,54547
2970799,Vandières,FR,54546
2970809,Vandeins,FR,01429
2970823,Valuéjols,FR,15248
2970826,Vals-près-le-Puy,FR,43251
2970827,Valsonne,FR,69254
2970828,Vals-les-Bains,FR,07331
2970837,Valros,FR,34325
2970838,Valréas,FR,84138
2970839,Valras-Plage,FR,34324
2970840,Valpuiseaux,FR,91629
2970860,Valognes,FR,50615
2970864,Valmont,FR,76719
2970865,Valmont,FR,57690
2970866,Valmondois,FR,95628
2970873,Valmeinier,FR,73307
2970881,Vallouise,FR,05101
2970883,Vallon-sur-Gée,FR,72367
2970885,Vallon-Pont-d'Arc,FR,07330
2970889,Vallon-en-Sully,FR,03297
2970899,Valloire,FR,73306
2970901,Valliquerville,FR,76718
2970903,Vallières-les-Grandes,FR,41267
2970911,Vallières,FR,74289
2970915,Vallière,FR,23257
2970923,Vallet,FR,44212
2970932,Valleroy,FR,54542
2970940,Vallères,FR,37264
2970941,Valleraugue,FR,30339
2970945,Vallenay,FR,18270
2970948,Valleiry,FR,74288
2970962,Vallauris,FR,06155
2970970,Vallans,FR,79335
2970971,Vallangoujard,FR,95627
2970972,Vallan,FR,89427
2970978,Vallabrègues,FR,30336
2970985,Valines,FR,80775
2970992,Valhuon,FR,62835
2971000,Valframbert,FR,61497
2971003,Valfleury,FR,42320
2971004,Valflaunès,FR,34322
2971006,Valfin-lès-Saint-Claude,FR,39478
2971007,Valff,FR,67504
2971025,Valergues,FR,34321
2971027,Valenton,FR,94074
2971028,Valentine,FR,31565
2971030,Valentigney,FR,25580
2971033,Valensole,FR,04230
2971039,Valencin,FR,38519
2971041,Valenciennes,FR,59606
2971043,Valence-sur-Baïse,FR,32459
2971045,Valence-en-Brie,FR,77480
2971046,Valence-d'Albigeois,FR,81308
2971053,Valence,FR,26362
2971054,Valence,FR,82186
2971056,Valençay,FR,36228
2971060,Valeille,FR,42319
2971065,Valdurenque,FR,81307
2971072,Valdoie,FR,90099
2971074,Val-d'Isère,FR,73304
2971082,Val-des-Prés,FR,05174
2971085,Valderiès,FR,81306
2971092,Val-de-la-Haye,FR,76717
2971096,Valdampierre,FR,60652
2971100,Valcourt,FR,52500
2971117,Valbonne,FR,06152
2971125,Valay,FR,70514
2971129,Valaurie,FR,26360
2971137,Valady,FR,12288
2971147,Vaivre-et-Montoille,FR,70513
2971153,Vaïssac,FR,82184
2971154,Vaison-la-Romaine,FR,84137
2971157,Vaires-sur-Marne,FR,77479
2971162,Vairé,FR,85298
2971165,Vains,FR,50612
2971168,Vailly-sur-Sauldre,FR,18269
2971169,Vailly-sur-Aisne,FR,02758
2971172,Vailly,FR,74287
2971175,Vailhourles,FR,12287
2971176,Vailhauquès,FR,34320
2971179,Vaiges,FR,53267
2971183,Vahl-Ebersing,FR,57684
2971186,Vagney,FR,88486
2971195,Vadencourt,FR,02757
2971202,Vacquiers,FR,31563
2971205,Vacqueyras,FR,84136
2971211,Vacon,FR,55573
2971223,Vacheresse,FR,74286
2971250,Vabre,FR,81305
2971251,Vaas,FR,72364
2971255,Uzos,FR,64550
2971258,Uzès,FR,30334
2971259,Uzerche,FR,19276
2971262,Uzemain,FR,88484
2971264,Uzel,FR,22384
2971265,Uzein,FR,64549
2971272,Uxem,FR,59605
2971274,Uxegney,FR,88483
2971275,Uxeau,FR,71552
2971281,Uttenheim,FR,67501
2971283,Utelle,FR,06151
2971286,Ustaritz,FR,64547
2971287,Ussy-sur-Marne,FR,77478
2971289,Ussy,FR,14720
2971290,Usson-en-Forez,FR,42318
2971291,Usson-du-Poitou,FR,86276
2971298,Ussel,FR,19275
2971302,Usseau,FR,86275
2971303,Usseau,FR,79334
2971305,Ussac,FR,19274
2971316,Us,FR,95625
2971317,Urzy,FR,58300
2971319,Ury,FR,77477
2971320,Urvillers,FR,02756
2971321,Urville-Nacqueville,FR,50041
2971333,Urt,FR,64546
2971334,Urschenheim,FR,68345
2971336,Urrugne,FR,64545
2971337,Urou-et-Crennes,FR,61474
2971340,Urmatt,FR,67500
2971344,Uriménil,FR,88481
2971357,Urcuit,FR,64540
2971360,Urcel,FR,02755
2971372,Upie,FR,26358
2971375,Unverre,FR,28398
2971377,Unieux,FR,42316
2971380,Ungersheim,FR,68343
2971386,Ully-Saint-Georges,FR,60651
2971389,Uhrwiller,FR,67498
2971390,Uhlwiller,FR,67497
2971392,Uhart-Cize,FR,64538
2971396,Ugny,FR,54537
2971399,Ugine,FR,73303
2971401,Uffholtz,FR,68342
2971402,Uffheim,FR,68341
2971407,Uckange,FR,57683
2971409,Uchizy,FR,71550
2971411,Uchaux,FR,84135
2971412,Uchaud,FR,30333
2971413,Uchacq-et-Parentis,FR,40320
2971418,Uberach,FR,67372
2971446,Turretot,FR,76716
2971454,Turny,FR,89425
2971463,Turenne,FR,19273
2971469,Turckheim,FR,68338
2971479,Tully,FR,80770
2971480,Tullins,FR,38517
2971482,Tulle,FR,19272
2971483,Tulette,FR,26357
2971493,Tuffé,FR,72363
2971504,Tucquegnieux,FR,54536
2971505,Tuchan,FR,11401
2971515,Truyes,FR,37263
2971518,Truttemer-le-Grand,FR,14762
2971521,Trun,FR,61494
2971522,Trumilly,FR,60650
2971536,Truchtersheim,FR,67495
2971549,Troyes,FR,10387
2971553,Trouy,FR,18267
2971555,Trouville-sur-Mer,FR,14715
2971556,Trouville-la-Haule,FR,27665
2971557,Trouville,FR,76715
2971568,Trouillas,FR,66217
2971570,Trouhans,FR,21645
2971579,Trosly-Loire,FR,02750
2971580,Trosly-Breuil,FR,60647
2971582,Tronville-en-Barrois,FR,55519
2971587,Tronget,FR,03292
2971588,Trondes,FR,54534
2971609,Troisvilles,FR,59604
2971615,Troissy,FR,51585
2971616,Troissereux,FR,60646
2971619,Trois-Palis,FR,16388
2971639,Troche,FR,19270
2971641,Troarn,FR,14712
2971645,Trizay,FR,17453
2971646,Trizac,FR,15243
2971651,Trith-Saint-Léger,FR,59603
2971673,Trilport,FR,77475
2971675,Trilbardou,FR,77474
2971676,Triguères,FR,45329
2971678,Trigny,FR,51582
2971680,Trignac,FR,44210
2971686,Trieux,FR,54533
2971689,Triel-sur-Seine,FR,78624
2971692,Trie-Château,FR,60644
2971693,Trie-sur-Baïse,FR,65452
2971694,Tricot,FR,60643
2971699,Tribehou,FR,50606
2971704,Triaize,FR,85297
2971720,Trévron,FR,22380
2971722,Trévoux,FR,01427
2971723,Trévou-Tréguignec,FR,22379
2971725,Trévol,FR,03290
2971733,Trévignin,FR,73301
2971734,Trévières,FR,14711
2971741,Trèves,FR,69252
2971745,Trévérien,FR,35345
2971747,Tréveray,FR,55516
2971748,Tréveneuc,FR,22377
2971751,Trévé,FR,22376
2971765,Trets,FR,13110
2971767,Treteau,FR,03289
2971771,Tressin,FR,59602
2971772,Tressignaux,FR,22375
2971773,Tresses,FR,33535
2971774,Tresserve,FR,73300
2971775,Tresserre,FR,66214
2971777,Tressange,FR,57678
2971782,Tresques,FR,30331
2971783,Trespoux,FR,46322
2971796,Tresbœuf,FR,35343
2971799,Trept,FR,38515
2971810,Tréon,FR,28394
2971816,Trentels,FR,47315
2971825,Trémuson,FR,22372
2971836,Trémouilles,FR,12283
2971839,Trémorel,FR,22371
2971841,Trémont-sur-Saulx,FR,55514
2971848,Trémolat,FR,24558
2971856,Tréméven,FR,29297
2971857,Trémeur,FR,22369
2971858,Trémery,FR,57677
2971859,Tréméreuc,FR,22368
2971860,Tréméoc,FR,29296
2971861,Trémentines,FR,49355
2971874,Tremblay-en-France,FR,93073
2971876,Tremblay,FR,35004
2971887,Trélon,FR,59601
2971888,Trelly,FR,50419
2971889,Trélivan,FR,22364
2971890,Trélissac,FR,24557
2971892,Trelins,FR,42313
2971893,Trélévern,FR,22363
2971896,Trélazé,FR,49353
2971902,Treize-Vents,FR,85296
2971903,Treize-Septiers,FR,85295
2971908,Treillières,FR,44209
2971912,Treigny,FR,89420
2971915,Treignac,FR,19269
2971926,Trégunc,FR,29293
2971929,Tréguier,FR,22362
2971930,Tréguidel,FR,22361
2971936,Trégourez,FR,29291
2971946,Trégomeur,FR,22356
2971948,Tréglonou,FR,29290
2971949,Tréglamus,FR,22354
2971953,Trégastel,FR,22353
2971967,Tréflez,FR,29287
2971973,Treffrin,FR,22351
2971974,Treffort-Cuisiat,FR,01426
2971976,Treffléan,FR,56255
2971977,Treffieux,FR,44208
2971978,Treffiagat,FR,29284
2971979,Treffendel,FR,35340
2971985,Trédrez-Locquémeau,FR,22349
2971986,Trédion,FR,56254
2971988,Trédarzec,FR,22347
2971989,Trédaniel,FR,22346
2971998,Trébry,FR,22345
2971999,Trébrivan,FR,22344
2972006,Trébons,FR,65451
2972009,Trébeurden,FR,22343
2972010,Trèbes,FR,11397
2972019,Tréauville,FR,50604
2972023,Tréal,FR,56253
2972037,Travecy,FR,02746
2972040,Travaillan,FR,84134
2972049,Trappes,FR,78621
2972056,Trans-sur-Erdre,FR,44207
2972058,Trans-en-Provence,FR,83141
2972059,Trans-la-Forêt,FR,35339
2972064,Trangé,FR,72360
2972071,Tramoyes,FR,01424
2972075,Tramolé,FR,38512
2972083,Tramayes,FR,71545
2972084,Tramain,FR,22341
2972095,Traînou,FR,45327
2972097,Traînel,FR,10382
2972101,Traenheim,FR,67492
2972105,Tracy-sur-Loire,FR,58295
2972106,Tracy-le-Val,FR,60642
2972107,Tracy-le-Mont,FR,60641
2972126,Touvre,FR,16385
2972128,Touvois,FR,44206
2972132,Touvérac,FR,16384
2972137,Toutlemonde,FR,49352
2972142,Toutainville,FR,27656
2972143,Toussus-le-Noble,FR,78620
2972145,Toussieux,FR,01423
2972146,Toussieu,FR,69298
2972148,Toussaint,FR,76708
2972156,Toury,FR,28391
2972158,Tourville-sur-Sienne,FR,50603
2972159,Tourville-sur-Pont-Audemer,FR,27655
2972160,Tourville-sur-Odon,FR,14707
2972161,Tourville-sur-Arques,FR,76707
2972162,Tourville-les-Ifs,FR,76706
2972163,Tourville-la-Rivière,FR,76705
2972165,Tourville-la-Campagne,FR,27654
2972168,Tourves,FR,83140
2972175,Tourtour,FR,83139
2972178,Tourtoirac,FR,24555
2972185,Tours-sur-Meymont,FR,63434
2972186,Tours-sur-Marne,FR,51576
2972187,Tours-en-Vimeu,FR,80765
2972188,Tours-en-Savoie,FR,73298
2972191,Tours,FR,37261
2972194,Tourriers,FR,16383
2972195,Tourrette-Levens,FR,06147
2972201,Tourouvre,FR,61491
2972202,Tourny,FR,27213
2972203,Tournus,FR,71543
2972208,Tournon-Saint-Pierre,FR,37259
2972209,Tournon-Saint-Martin,FR,36224
2972214,Tournon-sur-Rhône,FR,07324
2972229,Tournes,FR,08457
2972235,Tournehem-sur-la-Hem,FR,62827
2972237,Tournefeuille,FR,31557
2972248,Tournay,FR,65447
2972253,Tournan-en-Brie,FR,77470
2972263,Tourmignies,FR,59600
2972270,Tourlaville,FR,50129
2972271,Tourgeville,FR,14701
2972273,Tourrettes-sur-Loup,FR,06148
2972276,Tour-en-Sologne,FR,41262
2972277,Tour-en-Bessin,FR,14700
2972284,Tourcoing,FR,59599
2972285,Tourch,FR,29281
2972288,Tourbes,FR,34311
2972301,Touquin,FR,77469
2972307,Touques,FR,14699
2972315,Toulouse,FR,31555
2972317,Toulouges,FR,66213
2972320,Toulon-sur-Arroux,FR,71542
2972321,Toulon-sur-Allier,FR,03286
2972323,Toulonjac,FR,12281
2972328,Toulon,FR,83137
2972339,Toulenne,FR,33533
2972342,Toulaud,FR,07323
2972350,Toul,FR,54528
2972357,Touget,FR,32448
2972359,Touffreville-la-Corbeline,FR,76702
2972365,Toufflers,FR,59598
2972372,Toucy,FR,89419
2972381,Tôtes,FR,76700
2972387,Tossiat,FR,01422
2972388,Tosse,FR,40317
2972389,Tosny,FR,27676
2972392,Torvilliers,FR,10381
2972401,Torteron,FR,18265
2972402,Tortequesne,FR,62825
2972407,Torsac,FR,16382
2972412,Torreilles,FR,66212
2972419,Torpes,FR,25564
2972423,Tornac,FR,30330
2972427,Torigni-sur-Vire,FR,50601
2972430,Torfou,FR,49301
2972439,Torcy-le-Grand,FR,76697
2972444,Torcy,FR,77468
2972445,Torcy,FR,71540
2972446,Torcieu,FR,01421
2972454,Torcenay,FR,52492
2972455,Torcé-en-Vallée,FR,72359
2972456,Torcé-Viviers-en-Charnie,FR,53265
2972457,Torcé,FR,35338
2972462,Tonquédec,FR,22340
2972463,Tonnoy,FR,54527
2972465,Tonneville,FR,50041
2972467,Tonnerre,FR,89418
2972468,Tonneins,FR,47310
2972470,Tonnay-Charente,FR,17449
2972471,Tonnay-Boutonne,FR,17448
2972486,Tomblaine,FR,54526
2972494,Tollevast,FR,50599
2972516,Tocane-Saint-Apre,FR,24553
2972527,Figari,FR,2A114
2972537,Tirepied,FR,50597
2972544,Tinténiac,FR,35337
2972546,Tinqueux,FR,51573
2972553,Tincques,FR,62820
2972555,Tinchebray,FR,61486
2972559,Tilques,FR,62819
2972560,Tilly-sur-Seulles,FR,14692
2972565,Tilly,FR,27644
2972571,Tilloy-lès-Mofflaines,FR,62817
2972577,Tilloy-lez-Cambrai,FR,59597
2972583,Tillières-sur-Avre,FR,27643
2972584,Tillières,FR,49301
2972591,Tillenay,FR,21639
2972594,Tillé,FR,60639
2972598,Tilh,FR,40316
2972599,Til-Châtel,FR,21638
2972600,Tigy,FR,45324
2972605,Tignieu,FR,38507
2972607,Tignes,FR,73296
2972609,Tigné,FR,49373
2972611,Tigery,FR,91617
2972613,Tiffauges,FR,85293
2972619,Tiercelet,FR,54525
2972620,Tiercé,FR,49347
2972633,Thyez,FR,74278
2972636,Thusy,FR,74283
2972639,Thury-sous-Clermont,FR,60638
2972640,Thury-Harcourt,FR,14689
2972644,Thurins,FR,69249
2972647,Thuret,FR,63432
2972651,Thuré,FR,86272
2972652,Thurageau,FR,86271
2972655,Thun-Saint-Amand,FR,59594
2972658,Thumeries,FR,59592
2972665,Thuir,FR,66210
2972667,Thuilley-aux-Groseilles,FR,54523
2972670,Thueyts,FR,07322
2972673,Thuellin,FR,38022
2972682,Thoury-Férottes,FR,77465
2972684,Thourotte,FR,60636
2972686,Thourie,FR,35335
2972694,Thouarsais-Bouildroux,FR,85292
2972695,Thouars,FR,79329
2972696,Thouaré-sur-Loire,FR,44204
2972697,Thouarcé,FR,49345
2972710,Thorigny-sur-Oreuse,FR,89414
2972711,Thorigny-sur-Marne,FR,77464
2972713,Thorigny,FR,85291
2972716,Thorigné-sur-Dué,FR,72358
2972719,Thorigné,FR,79185
2972723,Thorey-en-Plaine,FR,21632
2972727,Thorens-Glières,FR,74282
2972732,Thoré-la-Rochette,FR,41259
2972733,Thorée-les-Pins,FR,72357
2972742,Thonon-les-Bains,FR,74281
2972748,Thonnance-lès-Joinville,FR,52490
2972749,Thônes,FR,74280
2972754,Thomery,FR,77463
2972764,Thollon-les-Mémises,FR,74279
2972772,Thoissey,FR,01420
2972773,Thoiry,FR,78616
2972774,Thoiry,FR,01419
2972777,Thoirette,FR,39530
2972783,Thodure,FR,38505
2972784,Thoard,FR,04217
2972786,Thizy-les-Bourgs,FR,69248
2972792,Thiviers,FR,24551
2972794,Thiverval-Grignon,FR,78615
2972795,Thiverny,FR,60635
2972796,Thivencelle,FR,59591
2972797,Thivars,FR,28388
2972798,Thise,FR,25560
2972801,Thiron Gardais,FR,28387
2972811,Thionville,FR,57672
2972818,Thimory,FR,45321
2972822,Thilouze,FR,37257
2972829,Thilay,FR,08448
2972830,Thil,FR,54521
2972833,Thil,FR,01418
2972834,Thil,FR,31553
2972837,Thiézac,FR,15236
2972843,Thieux,FR,77462
2972849,Thiescourt,FR,60632
2972851,Thierville-sur-Meuse,FR,55505
2972853,Thiers-sur-Thève,FR,60631
2972857,Thiers,FR,63430
2972864,Thiennes,FR,59590
2972867,Thiembronne,FR,62812
2972868,Thiel-sur-Acolin,FR,03283
2972871,Thiéfosse,FR,88467
2972876,Thiéblemont-Farémont,FR,51567
2972882,Thiberville,FR,27629
2972889,Thiant,FR,59589
2972893,Thiais,FR,94073
2972897,Théziers,FR,30328
2972903,Thèze,FR,64536
2972904,Thézan-lès-Béziers,FR,34310
2972905,Thézan-des-Corbières,FR,11390
2972908,Théza,FR,66208
2972911,Theys,FR,38504
2972931,Thésée,FR,41258
2972936,Thérouanne,FR,62811
2972940,Therdonne,FR,60628
2972942,Théoule-sur-Mer,FR,06138
2972947,Thenon,FR,24550
2972952,Thénioux,FR,18263
2972953,Thénezay,FR,79326
2972958,Thenelles,FR,02741
2972960,Thenay,FR,41059
2972961,Thenay,FR,36220
2972963,Thénac,FR,17444
2972969,Thélus,FR,62810
2972978,Theizé,FR,69246
2972979,Theix,FR,56251
2972982,Theil-sur-Vanne,FR,89411
2972986,Theillay,FR,41256
2972989,Théhillac,FR,56250
2972992,Théding,FR,57669
2973008,Thaon-les-Vosges,FR,88465
2973009,Thaon,FR,14685
2973013,Thann,FR,68334
2973015,Thal-Marmoutier,FR,67489
2973021,Thairé,FR,17443
2973033,Teyran,FR,34309
2973039,Teurthéville-Hague,FR,50594
2973040,Teurthéville-Bocage,FR,50593
2973042,Teuillac,FR,33530
2973045,Teting-sur-Nied,FR,57668
2973048,Téterchen,FR,57667
2973049,Téteghem,FR,59588
2973058,Tessy-sur-Vire,FR,50592
2973062,Tesson,FR,17441
2973064,Tessé-la-Madeleine,FR,61483
2973069,Tessancourt-sur-Aubette,FR,78609
2973073,Terville,FR,57666
2973077,Terssac,FR,81297
2973107,Terrats,FR,66207
2973108,Terrasson-Lavilledieu,FR,24547
2973118,Ternuay-Melay-et-Saint-Hilaire,FR,70498
2973128,Ternay,FR,69297
2973136,Ternand,FR,69245
2973137,Terminiers,FR,28382
2973146,Tergnier,FR,02738
2973150,Terdeghem,FR,59587
2973151,Tercis-les-Bains,FR,40314
2973155,Tercé,FR,86268
2973164,Tenteling,FR,57665
2973166,Tennie,FR,72351
2973180,Tende,FR,06163
2973181,Tencin,FR,38501
2973182,Tence,FR,43244
2973183,Tenay,FR,01416
2973187,Templeuve-en-Pévèle,FR,59586
2973188,Templemars,FR,59585
2973192,Teloché,FR,72350
2973196,Tellancourt,FR,54514
2973197,Telgruc-sur-Mer,FR,29280
2973219,Teillé,FR,44202
2973224,Teillay,FR,35332
2973233,Técou,FR,81294
2973236,Têche,FR,38500
2973257,Tavers,FR,45317
2973258,Taverny,FR,95607
2973259,Tavernes,FR,83135
2973261,Tavernay,FR,71535
2973264,Tavel,FR,30326
2973266,Tavaux-et-Pontséricourt,FR,02737
2973267,Tavaux,FR,39526
2973272,Tauxigny,FR,37254
2973274,Tauves,FR,63426
2973277,Tautavel,FR,66205
2973281,Taussac,FR,12277
2973293,Tauriac,FR,33525
2973297,Taupont,FR,56249
2973301,Taulignan,FR,26348
2973303,Taulé,FR,29279
2973306,Taugon,FR,17439
2973311,Tatinghem,FR,62757
2973317,Tassin-la-Demi-Lune,FR,69123
2973329,Tart-le-Haut,FR,21623
2973338,Tartas,FR,40313
2973340,Tartaras,FR,42307
2973355,Tarnos,FR,40312
2973365,Targon,FR,33523
2973377,Tardets,FR,64533
2973382,Tarcenay,FR,25558
2973385,Tarbes,FR,65440
2973392,Tarascon-sur-Ariège,FR,09306
2973393,Tarascon,FR,13108
2973394,Tarare,FR,69243
2973396,Taradeau,FR,83134
2973399,Taponnat,FR,16379
2973400,Taponas,FR,69242
2973408,Tanus,FR,81292
2973409,Tantonville,FR,54513
2973418,Tanneron,FR,83133
2973420,Tannay,FR,58286
2973421,Tanlay,FR,89407
2973424,Taninges,FR,74276
2973437,Tancarville,FR,76684
2973449,Tamerville,FR,50588
2973457,Taluyers,FR,69241
2973471,Talmontiers,FR,60626
2973476,Talmas,FR,80746
2973480,Talloires,FR,74275
2973483,Tallende,FR,63425
2973485,Tallard,FR,05170
2973488,Talizat,FR,15231
2973492,Talensac,FR,35331
2973493,Talencieux,FR,07317
2973495,Talence,FR,33522
2973505,Talasani,FR,2B319
2973510,Talant,FR,21617
2973511,Talange,FR,57663
2973519,Taizé-Aizie,FR,16378
2973520,Taizé,FR,79196
2973524,Taissy,FR,51562
2973528,Taisnières-sur-Hon,FR,59584
2973529,Taisnières-en-Thiérache,FR,59583
2973530,Taintrux,FR,88463
2973531,Tain-l'Hermitage,FR,26347
2973539,Taillis,FR,35330
2973551,Taillecourt,FR,25555
2973554,Taillebourg,FR,17436
2973564,Taillades,FR,84131
2973570,Tagolsheim,FR,68332
2973572,Tagnon,FR,08435
2973573,Taglio,FR,2B318
2973579,Taden,FR,22339
2973582,Tacoignières,FR,78605
2973597,Tabanac,FR,33518
2973607,Suzoy,FR,60625
2973613,Suze-la-Rousse,FR,26345
2973626,Sussargues,FR,34307
2973637,Surzur,FR,56248
2973638,Sury-près-Léré,FR,18257
2973639,Sury-le-Comtal,FR,42304
2973641,Sury-en-Vaux,FR,18258
2973642,Sury-aux-Bois,FR,45316
2973645,Survilliers,FR,95604
2973651,Surville,FR,27624
2973655,Surtainville,FR,50585
2973666,Surin,FR,79320
2973672,Surgères,FR,17434
2973675,Suresnes,FR,92073
2973686,Surbourg,FR,67487
2973697,Sundhouse,FR,67486
2973698,Sundhoffen,FR,68331
2973701,Sumène,FR,30325
2973702,Sulniac,FR,56247
2973703,Sully-sur-Loire,FR,45315
2973710,Sully,FR,71530
2973713,Sulignat,FR,01412
2973720,Suippes,FR,51559
2973724,Suilly-la-Tour,FR,58281
2973732,Sugères,FR,63423
2973735,Suèvres,FR,41252
2973745,Sucy-en-Brie,FR,94071
2973748,Sucé-sur-Erdre,FR,44201
